Alkon hinnasto 20.4.2016Huom.! Hinnastojärjestyskoodilla saat tuoteryhmät takaisin hinnaston järjestykseen.

Numero	Nimi	Valmistaja	Pullokoko	Hinta	Litrahinta	Uutuus	Hinnastojärjestyskoodi	Tyyppi	Erityisryhmä	Oluttyyppi	Valmistusmaa	Alue	Vuosikerta	Etikettimerkintöjä	Huomautus	Rypäleet	Luonnehdinta	Pakkaustyyppi	Suljentatyyppi	Alkoholi-%	Hapot g/l	Sokeri g/l	Kantavierrep-%	Väri EBC	Katkerot EBU	Energia kcal/100 ml	Valikoima
767474	Val de France Organic Pomegranate	Les Celliers	0,33	2,49	7,24		950	siiderit	luomu		Ranska			Les Celliers			Puolimakea, granaattiomenainen, makean marjainen, sitruksinen	pullo	kruunukorkki	0,0	3,5	75				40	vakiovalikoima
787765	Golden Cap Alcohol Free Apple Cider  muovipullo	Sinebrychoff	0,45	1,94	3,87		950	siiderit			Suomi			Sinebrychoff			Makea, keskihapokas, viheromenainen, sitruksinen	muovipullo	muovisuljin	0,0	4,5	85				40	vakiovalikoima
794383	Fentimans Ginger Beer	Fentimans	0,28	2,40	8,36		960	mikserit			Englanti			Fentimans			Vaalea, makea, voimakkaan inkiväärinen, sitruksinen, mausteinen	pullo	metallinen kierrekapseli	0,5	0,0	75				40	vakiovalikoima
787673	Fentimans Tonic Water	Fentimans	0,20	1,78	8,40		960	mikserit			Englanti			Fentimans	Sisältää kiniiniä		Väritön, makea, hiilihappoinen, sitruksinen, limettinen, kevyen sitruunaruohoinen, katkera	pullo	kruunukorkki	0,0	7,0	80				40	vakiovalikoima
763393	Fever-Tree Premium Indian Tonic Water	Fevertree Drinks	0,20	1,63	8,15		960	mikserit			Englanti			Fevertree Drinks	Sisältää kiniiniä		Väritön, makea, hiilihappoinen, sitruksinen, katkera, tasapainoinen, raikas	pullo	kruunukorkki	0,0		95				40	vakiovalikoima
703226	San Pellegrino  muovipullo	Nestlé Waters	0,50	1,99	3,58		960	mikserit			Italia			Nestlé Waters			Väritön, matalahiilihappoinen, mineraalinen, tyylikäs	muovipullo	muovisuljin	0,0							vakiovalikoima
781143	Le Sirop de Monin Grenadine	Monin	0,25	4,79	19,16		960	mikserit			Ranska			Monin			Punainen, erittäin makea, granaattiomena-arominen	pullo	metallinen kierrekapseli	0,0	7,4	800				340	vakiovalikoima
707413	Pago Premium Fruit Orange	Eckes Granini	0,20	1,47	7,35		960	mikserit			Ranska			Eckes Granini	Sisältää appelsiinia		Keltainen, samea, makea, appelsiininen	pullo	metallinen kierrekapseli	0,0		90				40	vakiovalikoima
772893	Thomas Henry Tonic Water	Thomas Henry	0,20	2,16	10,30		960	mikserit			Saksa			Thomas Henry	Sisältää kiniiniä		Väritön, makea, hiilihappoinen, greippinen, kevyen appelsiininen, mausteinen, katkera	pullo	kruunukorkki	0,0		95				40	vakiovalikoima
713096	Bonaqua Vichy  muovipullo	Sinebrychoff	0,50	1,98	3,56		960	mikserit			Suomi			Sinebrychoff			Väritön, runsaan hiilihappoinen, mineraalinen	muovipullo	muovisuljin	0,0							vakiovalikoima
708044	Modo Sokeri Siirappi	Sweet 'n' syrup Finland	0,35	5,28	15,09		960	mikserit			Suomi			Sweet 'n' syrup Finland			Väritön, erittäin makea, luonteikas	pullo	metallinen kierrekapseli	0,0		860				350	vakiovalikoima
719484	Schweppes Bitter Lemon  tölkki	Sinebrychoff	0,33	1,49	4,06		960	mikserit			Suomi			Sinebrychoff			Harmaa, samea, makea, sitruunainen, kevyen greippinen, hiilihappoinen	tölkki	metallipakkaus	0,0	4,5	110				40	vakiovalikoima
702914	Schweppes Ginger Ale  tölkki	Sinebrychoff	0,33	1,49	4,06		960	mikserit			Suomi			Sinebrychoff			Vaaleanruskea, makea, kevyen inkiväärinen, hiilihappoinen	tölkki	metallipakkaus	0,0	0,0	95				40	vakiovalikoima
735598	Schweppes Indian Tonic Water  muovipullo	Sinebrychoff	1,50	3,99	2,39		960	mikserit			Suomi			Sinebrychoff	Sisältää kiniiniä		Väritön, makeahko, sitrusarominen, katkera, hiilihappoinen	muovipullo	muovisuljin	0,0	4,6	95				40	vakiovalikoima
735594	Schweppes Indian Tonic Water  tölkki	Sinebrychoff	0,33	1,49	4,06		960	mikserit			Suomi			Sinebrychoff	Sisältää kiniiniä		Väritön, makeahko, sitrusarominen, katkera, hiilihappoinen	tölkki	metallipakkaus	0,0	4,6	95				40	vakiovalikoima
793958	Schweppes Russchian  muovipullo	Sinebrychoff	1,50	3,99	2,39		960	mikserit			Suomi			Sinebrychoff			Hennon vaaleanpunainen, makeahko, sekahedelmäarominen, karvas, hiilihappoinen	muovipullo	muovisuljin	0,0	4,7	95				40	vakiovalikoima
793954	Schweppes Russchian  tölkki	Sinebrychoff	0,33	1,49	4,06		960	mikserit			Suomi			Sinebrychoff			Hennon vaaleanpunainen, makeahko, sekahedelmäarominen, karvas, hiilihappoinen	tölkki	metallipakkaus	0,0	4,7	95				40	vakiovalikoima
762584	Coca-Cola	Coca-Cola Company	0,35	1,29	3,40		960	mikserit			Yhdysvallat			Coca-Cola Company			Ruskea, makea, hiilihappoinen, kola-arominen	pullo	kruunukorkki	0,0		110					vakiovalikoima
834194	Brunssi kylmälaukku			36,00			970	pakkaustarvikkeet									Kylmälaukku, joka säilyttää ostokset kylmänä ja avattuna toimii eristävänä istuinalustana. Kierrätysmateriaalista. Vain erikoisvalikoiman myymälöistä.										tarvikevalikoima
833243	Coolerkassi 2:lle pullolle			14,90			970	pakkaustarvikkeet									Geelicoolerkassi viilentää ja pitää kylmänä kaksi pulloa tai yhden pullon ja piknikkieväät. Säilytä pakastimessa.										tarvikevalikoima
833244	Coolerkassi Piccolo			14,90			970	pakkaustarvikkeet									Geelicoolerkassi, johon sopii esim. 6 x 0,33 l:n tölkkiä tai pieni pullo ja eväät. Viilentää ja pitää kylmänä. Saatavana vain erikoisvalikoiman myymälöistä.										tarvikevalikoima
833245	Cooler-ostoskassi			17,90			970	pakkaustarvikkeet									Geelicoolerkassi, joka viilentää ja pitää kylmänä mökki-, veneily- ja piknikeväät. Säilytä pakastimessa. Saatavana vain erikoisvalikoiman myymälöistä.										tarvikevalikoima
833262	Eko-ostoskassi			4,90		uutuus	970	pakkaustarvikkeet									Kierrätyskassi, jonka kangas on valmistettu kierrätysmuovipulloista (PET). Yhden kassin valmistukseen on käytetty 2,3 PET-pulloa.										tarvikevalikoima
834129	Feed 100 -kassi			49,00			970	pakkaustarvikkeet									Yhden kassin myynnin avulla tuotetaan mm. 100 lapselle kouluruoka Afrikassa. Materiaali: luomupuuvilla ja juuttikangas. Vain Hki Arkadian valikoimassa.										tarvikevalikoima
833252	JoWine kanto-viinipulloteline			15,90			970	pakkaustarvikkeet									Yhden pullon lahjapakkaus, jonka saa muutettua kolmen pullon viinipullotelineeksi. Koivuvaneria. Helppo kasata.										tarvikevalikoima
834227	Kassi Glensa			11,90			970	pakkaustarvikkeet									Toinen mahdollisuus -kierrätyssarjan kassi, joka on valmistettu käyttämättömistä työvaatemekoista. Neppareilla saa tehtyä lokerikot 2:lle pullolle.										tarvikevalikoima
834228	Kassi Kledju			9,30			970	pakkaustarvikkeet									Toinen mahdollisuus -kierrätyssarjan kassi, joka on valmistettu käyttämättömistä työvaateliiveistä. Saatavana vain erikoisvalikoiman myymälöistä.										tarvikevalikoima
833100	Kestokassi			1,00			970	pakkaustarvikkeet									Uudelleen käytettävä kantokassi. Kassin koko: 330x130x370 mm.										tarvikevalikoima
834226	Kierrätyslokerokassi			14,90			970	pakkaustarvikkeet									Toinen mahdollisuus -kierrätyssarjan lokerokassi kuudelle pullolle. Kassi on valmistettu käyttämättömistä työvaatteista. Vain erikoisvalikoiman myymälöistä.										tarvikevalikoima
833056	Lahjakassi			2,70			970	pakkaustarvikkeet									Lahjakassi 2-3 pullolle. Koko: 260x120x370 mm.										tarvikevalikoima
833232	Lahjakotelo Cantina			1,10			970	pakkaustarvikkeet									Tyylikäs viinikellarihenkinen lahjakotelo yhdelle 0,70—0,75 litran pullolle.										tarvikevalikoima
834202	Lahjakotelo Luxury			2,90			970	pakkaustarvikkeet									Tukeva ja näyttävän kullanhohtoinen lahjakotelo yhdelle pullolle. Koko: 90x90x340 mm. Saatavana vain erikoisvalikoiman myymälöistä.										tarvikevalikoima
834059	Lahjakotelo Oro 6 plo			5,50			970	pakkaustarvikkeet									Lahjapakkaus 6 viinipullolle. Saatavana vain Hki Arkadian myymälästä.										tarvikevalikoima
834016	Lahjakotelo Rosso 4 plo			3,60			970	pakkaustarvikkeet									Ikkunallinen lahjakotelo neljälle 0,70-0,75 l:n pullolle. Koko: 180x180x340 mm. Vain Hki Arkadian valikoimassa.										tarvikevalikoima
833231	Lahjakotelo Varie			1,10			970	pakkaustarvikkeet									Raikkaan ja herkullisen värinen lahjakotelo yhdelle 0,70—0,75 litran pullolle.										tarvikevalikoima
833250	Lahjalaatikko Joutsenet			9,70			970	pakkaustarvikkeet									Näyttävä joutsenkuvioinen puulaatikko yhdelle 0,70-0,75 litran pullolle. Kohokuvio on käsinmaalattu. Koivu/mänty.										tarvikevalikoima
833215	Lahjapussi 1/2			2,25			970	pakkaustarvikkeet									Tukeva ja näyttävä lahjapussi 0,30–0,5 litran pulloille. Koko: 9x8,5x28,5 cm.										tarvikevalikoima
833218	Lahjapussi 2 plo			2,60			970	pakkaustarvikkeet									Lahjapussi kahdelle 0,70–0,75 l:n pullolle. Koko: 19x9x38 cm.										tarvikevalikoima
833222	Lahjapussi Eco			2,40			970	pakkaustarvikkeet									Tämä eko-lahjapussi on valmistettu kierrätyspaperista ja kantokahva on juuttinarua. Pussin koko: 10x12x38 cm.										tarvikevalikoima
833242	Lahjapussi Elämänpuu			3,10			970	pakkaustarvikkeet									Yhden pullon lahjapussi, jonka kaunis kuosi on suomalaisen Vallila Oy:n tuotantoa.										tarvikevalikoima
834197	Lahjapussi Feed			29,00			970	pakkaustarvikkeet									Yhden pussin myynnin avulla tuotetaan 5 lapselle kouluruoka Afrikassa. Sopii yksi 0,70—0,75 l:n pullo. Saatavana vain erikoisvalikoiman myymälöistä.										tarvikevalikoima
834220	Lahjapussi Koivu			3,10			970	pakkaustarvikkeet									Koivunrunkokuosinen lahjapussi yhdelle 0,70–0,75 litran pullolle. Saatavana vain erikoisvalikoiman myymälöistä.										tarvikevalikoima
833221	Lahjapussi Kulta			3,40			970	pakkaustarvikkeet									Juhlava kultahohteinen lahjapussi sopii yhdelle 0,70—0,75 l:n pullolle. Koko: 9x12x39 cm.										tarvikevalikoima
834221	Lahjapussi Kuukkeli			3,10			970	pakkaustarvikkeet									Kaunis luontohenkinen lahjapussi, joka sopii parhaiten yhdelle 0,70–0,75 litran pullolle. Saatavana vain erikoisvalikoiman myymälöistä.										tarvikevalikoima
833216	Lahjapussi Luxe			3,40			970	pakkaustarvikkeet									Kaunis lahjapussi yhdelle 0,50–0,75 litran pullolle. Koko: 12x10x39 cm.										tarvikevalikoima
834192	Lahjapussi Pitsinen			8,50			970	pakkaustarvikkeet									Kierrätysmateriaalista valmistettu lahjapussi. Värilajitelma, päällimmäisenä pitsikangas. Saatavana vain erikoisvalikoiman myymälöistä.										tarvikevalikoima
833199	Lahjapussi rusetilla			3,00			970	pakkaustarvikkeet									Lahjapullolle sopiva kirkas sellofaanipussi, joka suljetaan kauniilla kultaisella rusetilla. Pussin koko: 30x60 cm.										tarvikevalikoima
833078	Lahjapussi Tasku			2,10			970	pakkaustarvikkeet									Lahjapussi taskumattikokoisille pulloille. Koko: 125x90x200 mm.										tarvikevalikoima
834181	Lahjapussi Uni			3,10			970	pakkaustarvikkeet									Lahjapussi yhdelle 0,70—0,75 litran pullolle. Saatavana vain erikoisvalikoiman myymälöistä.										tarvikevalikoima
834175	Lastu lahjakori			38,00			970	pakkaustarvikkeet									Moderni pärekori, josta on helppo rakentaa vaikka herkullinen lahjakori. Huopainen kantokahva. Koko: 21x32x14 cm. Saatavana vain erikoisvalikoiman myymälöissä.										tarvikevalikoima
834199	Lastu pullokori			13,20			970	pakkaustarvikkeet									Pärekorimainen lahjapakkaus yhdelle pullolle. Huopakahva.										tarvikevalikoima
833226	Lokerokassi 4 pullolle			4,80			970	pakkaustarvikkeet									Ekologisesta juutista valmistettu lokerokassi neljälle pullolle. Tukevat puuvillakannikkeet.										tarvikevalikoima
833261	Lokerokassi 6 pullolle			2,50			970	pakkaustarvikkeet									Monikäyttöinen lokerokassi 6:lle pullolle. Sivuun taittuvat sisälokerot.										tarvikevalikoima
000079	Muovikassi			0,19			970	pakkaustarvikkeet									Muovikassi, 25 l. Kassi on 60 % uusiomateriaalia.										tarvikevalikoima
000083	Paperikassi			0,27			970	pakkaustarvikkeet									Paperikassi 3 pullolle (250 x 95 x 350 mm).										tarvikevalikoima
000082	Paperipussi			0,12			970	pakkaustarvikkeet									Ruskea paperipussi, joka soveltuu biojätteeksi (180x80x390 mm).										tarvikevalikoima
834193	Piknik -istuinalustakassi			19,90			970	pakkaustarvikkeet									Tilava ostoskassi, joka avautuu eristäväksi istuinalustaksi. Valmistettu kierrätysmateriaalista mm. vanhoista purjeista.										tarvikevalikoima
834200	Puinen lahjalaatikko 1-plo			16,90			970	pakkaustarvikkeet									Tyylikäs puurasia yhdelle pullolle. Sisältää eco-purua pehmusteena. Saatavana vain erikoisvalikoiman myymälöistä.										tarvikevalikoima
834201	Puinen lahjalaatikko 2-pullolle			24,90			970	pakkaustarvikkeet									Tyylikäs puinen lahjarasia kahdelle pullolle. Pehmikkeenä eco-purua. Saatavana vain erikoisvalikoiman myymälöistä.										tarvikevalikoima
834085	Puukotelo 1 pullolle			11,60			970	pakkaustarvikkeet									Näyttävä puinen lahjakotelo yhdelle viini- tai kuohuviinipullolle. Sisämitat 90x90x340 mm. Saatavana vain erikoisvalikoiman myymälöistä.										tarvikevalikoima
834086	Puukotelo Old Wood			19,50			970	pakkaustarvikkeet									N. 100 vuotta vanhasta puusta valmistettu lahjapakkaus yhdelle viini- tai kuohuviinipullolle. Sisämitat: 97x70x338 mm. Saatavana vain Hki Arkadian myymälästä.										tarvikevalikoima
834087	Puulaatikko 2 pullolle			15,90			970	pakkaustarvikkeet									Puinen lahjakotelo kahdelle viini- tai kuohuviinipullolle. Saatavana vain erikoisvalikoiman myymälöistä.										tarvikevalikoima
833204	Rusetti			0,45			970	pakkaustarvikkeet									Viimeistele viemisesi näyttävällä kultaisella rusetilla. Halkaisija 8 cm.										tarvikevalikoima
833254	Tm sokkopussit 1–3			10,90			970	pakkaustarvikkeet									Toinen mahdollisuus -sarjan tuote. Numeroidut kierrätyskangaspussit juomien sokkovertailuun. Sopivat myös lahjapusseiksi.										tarvikevalikoima
009738	Baarimitta			7,60			980	avaajat ja baaritarvikkeet									Teräksinen baarimitta 2–4 cl:lle kotikäyttöön.										tarvikevalikoima
833225	Cooler/booliastia			12,90			980	avaajat ja baaritarvikkeet									Monikäyttöinen cooler, joka viilentää juomat sekä toimii maljana pitkille juomille. Vetoisuus: 3,75 l.										tarvikevalikoima
834136	Ekobo Medio -astia musta			39,00			980	avaajat ja baaritarvikkeet									Ekologisesti ja eettisesti käsityönä valmistettu Ekobo Medio -kulho. Koko: 33x10 cm. Väri: musta.										tarvikevalikoima
834131	Ekobo salaattikulho ja ottimet limetti			49,00			980	avaajat ja baaritarvikkeet									Ekologisesti ja eettisesti käsityönä valmistetut Ekobo salaattikulho (Globo Small) ja ottimet (Gemo). Väri: limetti										tarvikevalikoima
833208	Etiketti-kaatonokat			3,99			980	avaajat ja baaritarvikkeet									Värikkäät kaatonokat ohjaavat juoman lasiin pehmeästi ja katkaisevat viinitipan ilman roiskeita. Pakkaus sisältää 2 kaatonokkaa.										tarvikevalikoima
833214	Etiketti-korkkiruuvi			8,90			980	avaajat ja baaritarvikkeet									Ammattilaisten suosima korkkiruuvi, jonka kaksivaiheinen nostotuki helpottaa avaamista. Värivalikoima: musta, valkoinen, punainen.										tarvikevalikoima
833206	Etiketti-samppanjacooler			15,90			980	avaajat ja baaritarvikkeet									Cooler viilentää kuohuviinipullon nopeasti ja säilyttää viileyden pitkään. Sopii yleisimmille kuohuviinipullomalleille.										tarvikevalikoima
833239	Etiketti-silikonistopperi			13,90			980	avaajat ja baaritarvikkeet									Silikonistopperi kuohuviini- ja samppanjapullolle. Stopperi säilyttää kuplat avatussa pullossa. Sis. 2 stopperia.										tarvikevalikoima
833234	Etiketti-TippaStop			1,99			980	avaajat ja baaritarvikkeet									Kaatonokaksi rullattuna ohut kiekko estää viinitippojen valumisen. Pakkaus sisältää 2 kiekkoa.										tarvikevalikoima
833209	Etiketti-tyhjiöpumppu			17,90			980	avaajat ja baaritarvikkeet									Avattu viini säilyy pidempään nauttittavana kun ilma poistetaan pullosta. Pumppu + 4 korkkia.										tarvikevalikoima
833210	Etiketti-tyhjiöpumpun korkit			7,90			980	avaajat ja baaritarvikkeet									Värikkäät lisäkorkit tyhjiöpumpun käyttöön sekä ilmanpitäviksi pullon sulkijoiksi.										tarvikevalikoima
833207	Etiketti-viinicooler			11,90			980	avaajat ja baaritarvikkeet									Cooler viilentää juomat hetkessä nautittavaksi ja säilyttää viileyden pitkään. Sopii parhaiten 0,7—1,0 l:n pulloille.										tarvikevalikoima
833212	Etiketti-viinilämpömittari			11,90			980	avaajat ja baaritarvikkeet									Mittari muotoutuu pullon ympärille. Oikeassa lämpötilassa saat viinin aromit parhaiten esille.										tarvikevalikoima
834195	Fokka hanapakkauksille			29,90			980	avaajat ja baaritarvikkeet									Kylmälaukku, joka säilyttää hanapakkauksen viileänä. Valmistettu kierrätetyistä purjeista.										tarvikevalikoima
833205	Home Bar -setti			33,90			980	avaajat ja baaritarvikkeet									Kotibaarivälinesetti ammattilaisten välineistä: 3-osainen shaker, 2–4 cl jigger, puumurskain, siivilä, baarilusikka, drinkkivihko.										tarvikevalikoima
834052	Hovimestarin avaaja Mathus			17,90			980	avaajat ja baaritarvikkeet									Peugeot korkkiruuvi ikääntyneille, hankalasti irtoaville korkeille. Kierteen sijasta avaajassa kaksi siivekettä.										tarvikevalikoima
834157	Kapselileikkuri Cilio			8,50			980	avaajat ja baaritarvikkeet									Krominvärinen kapselinleikkuri.										tarvikevalikoima
833247	Koivu-Ukko2 snapsilasit			39,90			980	avaajat ja baaritarvikkeet									Suomalaista suunnittelua ja käsityötä. Ruostumattomasta meijeriteräksestä valmistetut pikarit. Mustassa koivukuutiossa 2 snapsipikaria.										tarvikevalikoima
833142	Kuohuviinipullon avaaja			17,90			980	avaajat ja baaritarvikkeet									Helppokäyttöinen ja laadukas kuohuviinipullonavaaja, joka avaa pullon erittäin kevyesti.										tarvikevalikoima
833170	Kuohuviinipullon stopperi Wineboy			6,90			980	avaajat ja baaritarvikkeet									Sulkija, joka säilyttää avatun kuohuviinin kuplat pullossa. Sopii yleisimpiin kuohuviinipulloihin. Väri: musta/kromi										tarvikevalikoima
834196	Le Creuset self pulling -avaaja			179,00			980	avaajat ja baaritarvikkeet									Tukeva ja pitkäikäinen korkinavaaja, joka nostaa tiukankin korkin kevyesti.										tarvikevalikoima
834187	Piknik-huopa Caleido			27,00			980	avaajat ja baaritarvikkeet									Pyöreä piknik-huopa fleecekankaasta. Vettähylkivä kääntöpuoli. Halkaisija 150 cm.										tarvikevalikoima
834213	Platinum coolersetti			20,90			980	avaajat ja baaritarvikkeet									Lahjapakkaus, joka sisältää Vacu Vin Platinum samppanja- ja viinicoolerit. Limited edition.										tarvikevalikoima
834093	Pulltap's Pullparrot			12,00			980	avaajat ja baaritarvikkeet									Laadukas korkinavaaja, jossa kaksivaiheinen tekniikka.										tarvikevalikoima
834224	Samppanjasapeli Garde Musta			175,00			980	avaajat ja baaritarvikkeet									Claude Dozorme'n tyylikäs, musta samppanjasapeli puujalustalla. Materiaali: teräs, akryyli.										tarvikevalikoima
834177	Samppanjasapeli Laguiole			250,00			980	avaajat ja baaritarvikkeet									Tyylikäs samppanjasapeli, jossa ruusupuinen kädensija. Pakattu näyttävään lahjalaatikkoon.										tarvikevalikoima
834186	Story keittiöliina			7,90			980	avaajat ja baaritarvikkeet									100 % puuvillainen keittiöliina sopii piknik-koriin. Koko: 50x70 cm.										tarvikevalikoima
834185	Story lautasliinat, 20 kpl			4,90			980	avaajat ja baaritarvikkeet									Kauniit paperiset lautasliinat piknikille mukaan. Koko: 33x33 cm.										tarvikevalikoima
834190	Suomi-tarjoilukulho			11,90			980	avaajat ja baaritarvikkeet									Suomi aiheinen tarjoilukulho pienen naposteltavan tarjoiluun. Uunin, mikron ja pesukoneen kestävä.										tarvikevalikoima
834205	Teräscooler			63,00			980	avaajat ja baaritarvikkeet									Teräscooler yhdelle viini- tai samppanjapullolle.										tarvikevalikoima
833246	Ukkomatti 80			39,90			980	avaajat ja baaritarvikkeet									Suomalaista suunnittelua ja käsityötä oleva ruostumattomasta meijeriteräksestä valmistettu taskumatti. Vetoisuus 80 ml.										tarvikevalikoima
833248	Ukkomatti 80 nahkatupella			49,90			980	avaajat ja baaritarvikkeet									Suomalaista suunnittelua ja käsityötä. Ruostumattomasta teräksestä valmistettu taskumatti. Mukana musta nahkatuppi. Vetoisuus 80 ml.										tarvikevalikoima
834056	Viinicooler kylmäpatruunoilla			54,00			980	avaajat ja baaritarvikkeet									Teräksinen Peugeot-jäähdytin, jonka kylmäpatruunat viilentävät ja säilyttävät juoman viileänä.										tarvikevalikoima
834158	Viininilmaaja			13,20			980	avaajat ja baaritarvikkeet									Kaatonokan avulla viini on kaadettaessa kosketuksissa ilman kanssa pidempään.										tarvikevalikoima
834145	Wineboy Elegant big cooler			55,00			980	avaajat ja baaritarvikkeet									Akryylinen tarjoilucooler, johon sopii 5 kuohuviinipulloa tai 5–6 viinipulloa. Värit: kirkas ja musta. Vetoisuus: 13,5 l.										tarvikevalikoima
834144	Wineboy Soul cooler			24,00			980	avaajat ja baaritarvikkeet									Tarjoulucooler samppanjapullolle. Materiaali: kirkas, kiillotettu akryyli. Vetoisuus: 5,25 l.										tarvikevalikoima
834229	Samppanja - Kuplien kuningatar			29,50			990	kirjat									Samppanjan ystävän muhkea teos, joka sisältää samppanjoiden arviot ja käyttösuositukset. Sisältää kirjailijan signeerauksen.										tarvikevalikoima
834218	Samppanjaopas 2015			25,50			990	kirjat									Jukka Sinivirta arvioi kaikki arviointihetkellä Alkon valikoimassa olleet sekä yli tuhat muuta samppanjaa.										tarvikevalikoima
833129	Värikäs Boolikirja			9,00			990	kirjat									72 sivuinen kirja sisältää 116 booli- ja glögireseptiä sekä 21 klassikkodrinkkiä.										tarvikevalikoima
833310	Lahjakortti			0,00			A10	lahjakortit									Voit ladata kortin kassalla haluamallasi rahamäärällä.										tarvikevalikoima
833224	Kortti Lime			1,85			A20	kortit									Helsingin yrityspalvelumyymälän paketointipalvelun tuote. Onnittelukortti omalla tekstillä, jonka voi laittaa osoitteeseen yrityspalvelu@alko.fi. Koko 85 x 210 mm sopii Alkon lahjakoteloihin.										tarvikevalikoima
833176	Kortti onnitteluille			1,85			A20	kortit									Helsingin yrityspalvelumyymälän paketointipalveluun liittyvä tuote. Onnittelukortti asiakkaan omalla tekstillä. Tekstin voi laittaa osoitteeseen yrityspalvelu@alko.fi. Koko: 85 x 210 mm mahtuu hyvin Alkon lahjakoteloihin.										tarvikevalikoima
834203	Onnittelukortti Auringonkukka			2,30			A20	kortit									Tervehdyskortti kukkakuvalla. Tekstitön. Sis. kirjekuoren. Koko: 10 x 10 cm.										tarvikevalikoima
834027	Onnittelukortti Red Wine			2,50			A20	kortit									Sis. kirjekuoren. Tekstitön.										tarvikevalikoima
834198	Tervehdyskortti kesä			2,30			A20	kortit									Tervehdyskortti kesäisellä kuvalla. Tekstitön. Sis. kirjekuoren. Koko: 10 x 10 cm.										tarvikevalikoima
833228	Tervehdyskortti Korkit			0,80			A20	kortit									Tervehdyskortti korkkikuviolla. Tekstitön. Koko: 78x78 mm. Sis. kirjekuoren.										tarvikevalikoima
834162	Tervehdyskortti Orkidea			2,20			A20	kortit									Tervehdyskortti kirjekuorella. Tekstitön.										tarvikevalikoima
833227	Tervehdyskortti Ruusut			0,80			A20	kortit									Tervehdyskortti ruusupainatuksella. Tekstitön. Sis. kirjekuoren. Koko: 78x78 mm.										tarvikevalikoima
834161	Tervehdyskortti Samppanja			2,20			A20	kortit									Tervehdyskortti kirjekuorella. Tekstitön.										tarvikevalikoima
834189	Birdie-karahvi			29,00			A30	lasit									Markus Johanssonin suunnittelema korkillinen karahvi viinille, boolille tai vedelle. Vetoisuus: 0,75 l.										tarvikevalikoima
834188	Crazy Heart samppanjalasit 2kpl			199,00			A30	lasit									Efva Attlingin suunnittelemat ja Orreforsin valmistamat sappanjalasit lahjapakkauksessa. Limited edition.										tarvikevalikoima
834057	Decanter Aromium			59,00			A30	lasit									Käsinpuhallettu Peugeot-lasikarahvi ilmaussuppilolla. Vetoisuus 75 cl. Korkeus 24 cm.										tarvikevalikoima
833171	Etiketti Olutlasit Ale, 2 kpl			18,10			A30	lasit									Suupuhallettu olutlasi aleoluille. Sopii myös yleislasiksi runsaille oluttyypeille. Tilavuus: 0,6 l.										tarvikevalikoima
833172	Etiketti Olutlasit Lager, 2 kpl			18,10			A30	lasit									Suupuhallettu olutlasi kaikentyyppisille lageroluille, myös pilsille. Vetoisuus: 0,65 l.										tarvikevalikoima
833173	Etiketti Vehnäolutlasit, 2 kpl			18,10			A30	lasit									Suupuhallettu olutlasi kaikentyyppisille vehnäoluille. Vetoisuus: 0,65 l.										tarvikevalikoima
833201	Glencairn lasi			6,30			A30	lasit									Tämä kristallinen skottilasi optimoi juoman aromit ja värin.										tarvikevalikoima
833237	Karahvi Casual			17,50			A30	lasit									Tyylikäs, kevyt ja kestävä karahvi/dekanteri. Konepuhallettua lasia. Vetoisuus 1,4 l. Konepestävä.										tarvikevalikoima
009936	Kuohuviinilasi (1 kpl), muovia			0,59			A30	lasit									Muovinen lasi kuohuviinille. Vetoisuus: 20 cl										tarvikevalikoima
834214	Kuumajuomalasi Take away			21,90			A30	lasit									Glögille ja muille kuumajuomille. Kaksiseinäistä lasia. Sisältää irrallisen teesiivilän. 30 cl.										tarvikevalikoima
834163	Kuumajuomalasi, harmaa			8,90			A30	lasit									Kuumajuomalasi, jonka tyylittelee ja tukevoittaa ekologinen korkkimateriaali. Käsinpestävä. Väri: tumman harmaa										tarvikevalikoima
834165	Kuumajuomalasi, pistaasi			8,90			A30	lasit									Kuumajuomalasi, jonka tyylittelee ja tukevoittaa ekologinen korkkimateriaali. Käsinpestävä. Väri: pistaasi.										tarvikevalikoima
834219	Lehmann Grand Champagne -lasit			59,90			A30	lasit									Valmistaja Lehmann Glass. Essi Avellan edition. Lyijyttömästä kristallista suupuhallettu elegantti samppanjalasi. 2 lasia/pkk.										tarvikevalikoima
834170	More all-round lasi, 4 kpl			37,20			A30	lasit									Kristallinen yleislasi Orreforsin More sarjasta. Jalaton malli. Pakkauksessa neljä lasia.										tarvikevalikoima
834171	More samppanjalasi, 4 kpl			43,40			A30	lasit									Kristallinen samppanjalasi Orreforsin More-lasisarjasta. Pakkauksessa neljä lasia.										tarvikevalikoima
834216	More samppanjalasisetti			19,99			A30	lasit									Lahjapakkaus, joka sisältää kaksi kristallista samppanjalasia Orreforsin More-lasisarjasta sekä paikan kuohuviinipullolle.										tarvikevalikoima
834172	More viinilasi, 4 kpl			43,40			A30	lasit									Kristallinen viinilasi puna-, valko- ja roseeviinin nauttimiseen. Lasi Orreforsin More-sarjasta. 4 kpl/pkk.										tarvikevalikoima
834215	Olut tasting -setti			26,00			A30	lasit									Olut tasting setti sisältää 4 lasia (15 cl) ja bambu-tarjottimen.										tarvikevalikoima
